Publication Date,Fiscal Year,Fundind Source Name,FPS Group,FPS Group Name,Agency Number,Agency Name,Revenue Category,Revenue Category Name,Revenue Class Code,Revenue Class Name,Budget Code,Revenue Source,Revenue Source Name,Revenue Structure Description,Adopted Budget Amount,Current Modified Budget Amount,Yr1_FY,Year 1 Revenue Amount,Year 2 Revenue Amount,Year 3 Revenue Amount,Year 4 Revenue Amount
2017 11 21,2018,City Funds,6,Sale and Use,002,Mayoralty,20,TAXES,002,GENERAL SALES TAX,0421,00050,GENERAL SALES TAX,SALES TAX,7319000000,7319000000,2018,7259000000,7881000000,8245000000,8592000000
2017 11 21,2018,City Funds,11,Cigarette,002,Mayoralty,20,TAXES,003,OTHER SALES AND USE TAX,0421,00070,CIGARETTE TAX,CIGARETTE TAX,42000000,42000000,2018,42000000,41000000,40000000,39000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,003,OTHER SALES AND USE TAX,0421,00073,COMMERCIAL MOTOR VEHICLE TAX,COMMERCIAL MOTOR VEHICLE TAX,60000000,60000000,2018,60000000,60000000,60000000,60000000
2017 11 21,2018,City Funds,9,Mortgage Recording,002,Mayoralty,20,TAXES,003,OTHER SALES AND USE TAX,0421,00077,MORTGAGE TAX,MORTGAGE TAX,934000000,934000000,2018,934000000,959000000,1001000000,1020000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,003,OTHER SALES AND USE TAX,0421,00079,AUTO USE TAX,AUTO USE TAX,29000000,29000000,2018,29000000,29000000,29000000,29000000
2017 11 21,2018,City Funds,2,Personal Income,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00090,PERSONAL INCOME TAX,PERSONAL INCOME TAX,12971000000,12971000000,2018,12970000000,13247000000,13848000000,14390000000
2017 11 21,2018,City Funds,2,Personal Income,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00091,REFUNDS OF PERSONAL INCOME TAX,REFUNDS OF PERSONAL INCOME TAX,-1130000000,-1130000000,2018,-1129000000,-1174000000,-1224000000,-1224000000
2017 11 21,2018,City Funds,3,General Corporation,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00093,GENERAL CORPORATION TAX,GENERAL CORPORATION TAX,4367000000,4367000000,2018,4177000000,4459000000,4481000000,4590000000
2017 11 21,2018,City Funds,3,General Corporation,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00094,REFUNDS OF GENERAL CORP TAX,REFUNDS OF GENERAL CORP TAX,-477000000,-477000000,2018,-512000000,-477000000,-477000000,-477000000
2017 11 21,2018,City Funds,5,Unincorporated Business,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00099,UNINCORPORATED BUSINESS INC TX,UNINCORPORATED BUSINESS TAX,2238000000,2238000000,2018,2256000000,2343000000,2472000000,2603000000
2017 11 21,2018,City Funds,5,Unincorporated Business,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00100,REFUNDS OF UNICORP BUSN TAX,REFUNDS OF UNICORP BUSN TAX,-101000000,-101000000,2018,-134000000,-101000000,-101000000,-101000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00102,PERS INC TAX  CTY EMP NON-RES,PERS INC TAX CTY EMP NON-RES,156000000,156000000,2018,156000000,156000000,156000000,156000000
2017 11 21,2018,City Funds,10,Utility,002,Mayoralty,20,TAXES,004,INCOME TAXES,0421,00103,UTILITY TAX,UTILITY TAX,382000000,382000000,2018,378000000,387000000,396000000,409000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00110,PAYMENT IN LIEU OF TAXES,PAYMENT IN LIEU OF TAXES,397200000,397200000,2018,397200000,397200000,397200000,397200000
2017 11 21,2018,City Funds,12,Hotel,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00112,TAX ON OCCUPANCY OF HOTEL ROOM,TAX ON OCCUPANCY OF HOTEL ROOM,570000000,570000000,2018,580000000,592000000,599000000,608000000
2017 11 21,2018,City Funds,7,Commercial Rent,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00113,TX ON COMMERCIAL RENTS - OCCUP,TAX ON COMMERCIAL RENTS-OCCUP,848000000,848000000,2018,848000000,884000000,919000000,955000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00117,Medical Marijuana Excise Tax,MEDICAL MARIJUANA EXCISE TAX,80000,80000,2018,80000,100000,120000,140000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00121,OFF TRACK BETTING - SURTAX,OFF TRACK BETTING - SURCHARGE,1220000,1220000,2018,1220000,1220000,1220000,1220000
2017 11 21,2018,City Funds,8,Real Property Transfer,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00122,CONVEYANCE OF REAL PROPERTY TX,CONVEYANCE OF REAL PROPERTY TX,1364000000,1364000000,2018,1364000000,1400000000,1461000000,1490000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00124,BEER + LIQUOR EXCISE TAX,BEER & LIQUOR TAX,25000000,25000000,2018,25000000,25000000,25000000,25000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00125,TAXI MEDALION TRANSFER TAX,TAXI MEDALLION TAX,200000,200000,2018,200000,200000,200000,200000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00126,SURCHARGE ON LIQUOR LICENSES,LIQUOR SURCHARGE,6000000,6000000,2018,6000000,6000000,6000000,6000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,006,PENALTIES & INT ON DELINQ TAX,0421,00130,PEN & INT-GEN PROP TAX,PEN & INT-GEN PROP TAX,21000000,21000000,2018,21000000,21000000,21000000,21000000
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,006,PENALTIES & INT ON DELINQ TAX,0421,00134,REFUNDS ON PEN & INT-OTHER TAX,REFUND ON PEN & INT OTHER TAX,-4000000,-4000000,2018,-4000000,-4000000,-4000000,-4000000
2017 11 21,2018,City Funds,14,Tax Audit Revenue,002,Mayoralty,20,TAXES,006,PENALTIES & INT ON DELINQ TAX,0421,00135,TAX AUDIT REVENUE,TAX AUDIT REVENUE,850000000,850000000,2018,850000000,720889000,720903000,720903000
2017 11 21,2018,City Funds,15,City Tax Programs,002,Mayoralty,90,ANTICIPATED REVENUE INCREASES,090,ANTICIPATED REVENUE INCREASES,0421,99990,TAX REDUCTION  PROGRAM,TAX REDUCTION PROGRAM,-86600000,-86600000,2018,0,0,0,0
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",829,Business Integrity Commission,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,1001,00200,LICENSES - GENERAL,PRIVATE CARTER LICENSES,4200000,4200000,2018,4200000,5000000,4200000,5000000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",103,City Clerk,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,0101,00201,MARRIAGE LICENSES,MARRIAGE LICENSES,2889000,2889000,2018,2889000,2889000,2889000,2889000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",810,Department of Buildings,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,5111,00251,CONSTRUCTION PERMITS,CONSTRUCTION PERMITS,152446000,152446000,2018,152446000,149759000,148472000,146420000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",810,Department of Buildings,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,5111,00200,LICENSES - GENERAL,LICENSES FOR TRADESMEN,2140000,2140000,2018,2140000,2940000,2140000,2140000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",810,Department of Buildings,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,5111,00250,PERMITS - GENERAL,BUILDING PERMITS,33000000,33000000,2018,33000000,33000000,33000000,33000000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",810,Department of Buildings,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,5211,00250,PERMITS - GENERAL,ILLUMINATED SIGNS,2236000,2236000,2018,2936000,2936000,2936000,2936000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",866,Department of Consumer Affairs,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,2201,00320,FRANCHISES - OTHER,FEES ON SIDEWALK CAFES,9116000,9116000,2018,9116000,9116000,9116000,9116000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",866,Department of Consumer Affairs,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,2201,00200,LICENSES - GENERAL,CONSUMER AFFAIRS LICENSES,8012000,8012000,2018,8012000,7466000,8012000,7466000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",866,Department of Consumer Affairs,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,2401,00325,PRIVILEGES - OTHER,BINGO AND GAMES OF CHANCE,50000,50000,2018,50000,50000,50000,50000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",072,Department of Correction,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,0401,00325,PRIVILEGES - OTHER,VENDING MACHINE COMMISSIONS,660000,660000,2018,660000,660000,660000,660000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",826,Department of Environmental Protection,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,0061,00250,PERMITS - GENERAL,AIR QUALITY PERMITS,5900000,5900000,2018,5900000,5900000,5900000,5900000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",826,Department of Environmental Protection,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,0051,00250,PERMITS - GENERAL,ASBESTOS PROGRAM,6300000,6300000,2018,6300000,6300000,6300000,6300000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",836,Department of Finance,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,3303,00200,LICENSES - GENERAL,CIGARETTE LICENSE FEES,50000,50000,2018,50000,50000,50000,50000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",816,Department of Health and Mental Hygiene,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,8100,00200,LICENSES - GENERAL,ANIMAL LICENSES,906000,906000,2018,906000,906000,906000,906000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",816,Department of Health and Mental Hygiene,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,3003,00250,PERMITS - GENERAL,DEATH DISPOSITION PERMITS,2080000,2080000,2018,2080000,2080000,2080000,2080000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",816,Department of Health and Mental Hygiene,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,8100,00250,PERMITS - GENERAL,"RESTAURANT,VENDOR & OTHER",8816000,8816000,2018,8816000,8816000,8816000,8816000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",858,Department of Information Technology and Telecommunications,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,5000,00320,FRANCHISES - OTHER,CABLE TELEVISION FRANCHISES,140533000,140533000,2018,140533000,138533000,136533000,135000000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",858,Department of Information Technology and Telecommunications,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,5001,00320,FRANCHISES - OTHER,MOBILE TELECOM FRANCHISES,3520000,3520000,2018,4009000,3840000,3840000,3840000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",858,Department of Information Technology and Telecommunications,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,7900,00320,FRANCHISES - OTHER,WIFI REVENUE,25830000,25830000,2018,25830000,25830000,25830000,25830000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",858,Department of Information Technology and Telecommunications,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,0600,00250,PERMITS - GENERAL,FILM APPLICATION PROCESS FEES,1020000,1020000,2018,1020000,1020000,1020000,1020000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",858,Department of Information Technology and Telecommunications,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,5320,00250,PERMITS - GENERAL,PREMIER FEES,274000,274000,2018,274000,274000,274000,274000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",846,Department of Parks and Recreation,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,1100,00250,PERMITS - GENERAL,RECREATIONAL FACILITY PERMITS,5627000,5627000,2018,5627000,5627000,5627000,5627000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",846,Department of Parks and Recreation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,2490,00325,PRIVILEGES - OTHER,PARK CONCESSIONS,45397000,45397000,2018,45397000,45477000,45477000,45477000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",827,Department of Sanitation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1081,00304,DUMPING PRIVILEGES,DUMPING FEES,900000,900000,2018,900000,900000,900000,900000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",827,Department of Sanitation,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,1081,00200,LICENSES - GENERAL,TRANSFER PERMITS,563000,563000,2018,563000,563000,563000,563000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",827,Department of Sanitation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1081,00325,PRIVILEGES - OTHER,ABANDON VEHICLES,275000,275000,2018,275000,275000,275000,275000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",827,Department of Sanitation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1814,00325,PRIVILEGES - OTHER,LANDFILL GAS CONCESSION,9000000,9000000,2018,12476000,5516000,0,0
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",801,Department of Small Business Services,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,0301,00250,PERMITS - GENERAL,WORK PERMIT-PLAN EXAMINATION,100000,100000,2018,100000,100000,100000,100000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1560,00320,FRANCHISES - OTHER,FRANCHISES: BUS STOP & OTHER,56779000,56779000,2018,56779000,58348000,59961000,61620000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,3000,00250,PERMITS - GENERAL,INTERCITY BUS PERMITS,56000,56000,2018,56000,56000,56000,56000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,4180,00250,PERMITS - GENERAL,OVRWGHT/OVRSIZE TRUCK PERMITS,1950000,1950000,2018,1950000,1950000,1950000,1950000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,2300,00250,PERMITS - GENERAL,STREET OPENING/UTILITY PERMITS,17340000,17340000,2018,17340000,17418000,17418000,17418000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,2000,00250,PERMITS - GENERAL,SIDEWALK INTERRUPTION PERMITS,8373000,8373000,2018,8373000,8412000,8412000,8412000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,4181,00250,PERMITS - GENERAL,EMERG. MANHOLE OPEN. PERMITS,550000,550000,2018,550000,550000,550000,550000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1420,00325,PRIVILEGES - OTHER,CONCESSION RENTS,234000,234000,2018,234000,234000,234000,234000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1560,00325,PRIVILEGES - OTHER,REVOCABLE CONSENTS,16869000,16869000,2018,16869000,17375000,17895000,18431000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1561,00325,PRIVILEGES - OTHER,ELECTRICAL TRANSFORMERS,41144000,41144000,2018,41144000,42039000,42954000,43889000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",841,Department of Transportation,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,3000,00325,PRIVILEGES - OTHER,FERRY PERMITS & CONCESSIONS,3320000,3320000,2018,3320000,3320000,3320000,3320000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",057,Fire Department,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,3100,00320,FRANCHISES - OTHER,PRIV. ALARM CO. FRANCHISES,1448000,1448000,2018,1448000,1448000,1448000,1448000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",806,Housing Preservation and Development,21,"LICENS. PERM. PRIV, FRANCHISES",009,FRANCHISES AND PRIVILEGES,1530,00325,PRIVILEGES - OTHER,VENDING MACHINE COMMISSION,84000,84000,2018,84000,84000,84000,84000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",136,Landmarks Preservation Commission,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,1000,00250,PERMITS - GENERAL,LANDMARK PERMITS,5100000,5100000,2018,5200000,5200000,5200000,5200000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",002,Mayoralty,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,3469,00200,LICENSES - GENERAL,COMMISSIONS: STREET FAIRS,8898000,8898000,2018,8898000,8898000,8898000,8898000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",002,Mayoralty,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,3469,00250,PERMITS - GENERAL,STREET CLOSING PERMITS: FAIRS,130000,130000,2018,130000,130000,130000,130000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",156,NYC Taxi and Limousine Commission,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,0201,00200,LICENSES - GENERAL,TAXI LICENSES,33820000,33820000,2018,49231000,33520000,37920000,33020000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",156,NYC Taxi and Limousine Commission,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,0301,00200,LICENSES - GENERAL,HAIL LICENSES,2400000,2400000,2018,2400000,2530000,2530000,2400000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",056,Police Department,21,"LICENS. PERM. PRIV, FRANCHISES",007,LICENSES,2510,00200,LICENSES - GENERAL,PISTOL LICENSES,3000000,3000000,2018,3000000,1800000,3300000,3000000
2017 11 21,2018,City Funds,17,"Licenses, Permits & Franchises",056,Police Department,21,"LICENS. PERM. PRIV, FRANCHISES",008,PERMITS,2510,00250,PERMITS - GENERAL,LONG GUN PERMITS,825000,825000,2018,825000,825000,825000,825000
2017 11 21,2018,City Funds,18,Interest Income,836,Department of Finance,29,INTEREST INCOME,045,INTEREST INCOME,1302,56001,INTEREST INCOME - OTHER,INTEREST-COURT & FINE TRUST,620000,620000,2018,620000,900000,1160000,1180000
2017 11 21,2018,City Funds,18,Interest Income,836,Department of Finance,29,INTEREST INCOME,045,INTEREST INCOME,1101,56002,INTEREST INCOME- SALES TAX,INTEREST ON SALES TAX,3930000,3930000,2018,3930000,6580000,9330000,9790000
2017 11 21,2018,City Funds,18,Interest Income,015,Office of the Comptroller,29,INTEREST INCOME,045,INTEREST INCOME,1001,56001,INTEREST INCOME - OTHER,INTEREST OVERNIGHT INVESTMENTS,96840000,96840000,2018,96840000,155250000,209120000,213060000
2017 11 21,2018,City Funds,18,Interest Income,015,Office of the Comptroller,29,INTEREST INCOME,045,INTEREST INCOME,1001,56003,INTEREST-DEBT SERVICE FUND,INTEREST ON DEBT FUND,8360000,8360000,2018,8360000,13860000,20960000,22000000
2017 11 21,2018,City Funds,19,Charges for Service,003,Board of Elections,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,0301,00476,ADMINISTRATIVE SERV TO PUBLIC,PHOTOCOPIES & SEARCHES,55000,55000,2018,55000,55000,55000,55000
2017 11 21,2018,City Funds,19,Charges for Service,829,Business Integrity Commission,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1001,00470,OTHER SERVICES AND FEES,INVESTIGATION FEES,122000,122000,2018,122000,122000,122000,122000
2017 11 21,2018,City Funds,19,Charges for Service,829,Business Integrity Commission,22,CHARGES FOR SERVICES,010,GENERAL GOVERNMENTAL CHARGES,1002,00470,OTHER SERVICES AND FEES,WHOLESALE MARKETS,238500,238500,2018,238500,238500,238500,238500
